"商品编码"	,"商品名称"	,"年份"	,"第一计量单位编码"	,"第一计量单位名称"	,"第二计量单位编码"	,"第二计量单位名称"	,
70139900	,"其他玻璃盥洗室、办公室、室内装饰等器皿"	,2022	,09	,"千克"	,?	,"?"	,
70140010	,"光学仪器用未经光学加工的光学元件毛坯"	,2022	,09	,"千克"	,?	,"?"	,
70140090	,"未经光学加工的信号玻璃器等玻璃制光学元件"	,2022	,09	,"千克"	,?	,"?"	,
70151010	,"视力矫正眼镜用变色镜片坯件"	,2022	,09	,"千克"	,?	,"?"	,
70151090	,"其他视力矫正眼镜用玻璃"	,2022	,09	,"千克"	,?	,"?"	,
70159010	,"钟表玻璃"	,2022	,09	,"千克"	,?	,"?"	,
70159020	,"平光变色镜片坯件"	,2022	,09	,"千克"	,?	,"?"	,
70159090	,"未列名未经光学加工呈弧面、弯、凹等形玻璃"	,2022	,09	,"千克"	,?	,"?"	,
70161000	,"供镶嵌装饰等用的玻璃马赛克等小件玻璃品"	,2022	,09	,"千克"	,?	,"?"	,
70169010	,"花饰铅条窗玻璃及类似品"	,2022	,09	,"千克"	,?	,"?"	,
70169090	,"未列名建筑铺面用及多孔或泡沫玻璃块、砖等"	,2022	,09	,"千克"	,?	,"?"	,
70171000	,"熔融石英等熔融硅石制实验室、医用玻璃器皿"	,2022	,09	,"千克"	,?	,"?"	,
70172000	,"其他实验室、卫生及配药耐热玻璃器皿"	,2022	,09	,"千克"	,?	,"?"	,
70179000	,"其他实验室、卫生及配药用玻璃器皿"	,2022	,09	,"千克"	,?	,"?"	,
70181000	,"玻璃珠、仿珍珠、仿宝石等小件玻璃品"	,2022	,09	,"千克"	,?	,"?"	,
70182000	,"直径≤1mm的玻璃珠"	,2022	,09	,"千克"	,?	,"?"	,
70189000	,"玻璃眼；灯工方法制作的玻璃塑像等装饰品"	,2022	,09	,"千克"	,?	,"?"	,
70191100	,"长度不超过50毫米的玻璃纤维短切原丝"	,2022	,09	,"千克"	,?	,"?"	,
70191200	,"玻璃纤维无捻粗纱"	,2022	,09	,"千克"	,?	,"?"	,
70191300	,"其他玻璃纤维纱线，定长纤维纱条"	,2022	,09	,"千克"	,?	,"?"	,
70191400	,"玻璃纤维制机械结合毡"	,2022	,09	,"千克"	,?	,"?"	,
70191500	,"玻璃纤维制化学结合毡"	,2022	,09	,"千克"	,?	,"?"	,
70191900	,"长度超过50毫米的玻璃纤维短切原丝"	,2022	,09	,"千克"	,?	,"?"	,
70196100	,"玻璃纤维紧密粗纱机织物"	,2022	,09	,"千克"	,?	,"?"	,
70196200	,"其他玻璃纤维紧密粗纱织物"	,2022	,09	,"千克"	,?	,"?"	,
70196310	,"宽度不超过30厘米的玻璃纤维纱线制紧密平纹机织物，未经涂布或层压"	,2022	,09	,"千克"	,?	,"?"	,
70196320	,"宽度超过30厘米的玻璃纤维长丝平纹织物，每平方米重量不超过110克，单根纱线细度不超过22特克斯，未经涂布或层压"	,2022	,09	,"千克"	,?	,"?"	,
70196390	,"其他玻璃纤维纱线制紧密平纹机织物，未经涂布或层压"	,2022	,09	,"千克"	,?	,"?"	,
70196410	,"宽度不超过30厘米的玻璃纤维纱线制紧密平纹机织物，经涂布或层压"	,2022	,09	,"千克"	,?	,"?"	,
70196490	,"宽度超过30厘米的玻璃纤维纱线制紧密平纹机织物，经涂布或层压"	,2022	,09	,"千克"	,?	,"?"	,
70196510	,"宽度不超过30厘米的玻璃纤维粗纱网孔机织物"	,2022	,09	,"千克"	,?	,"?"	,
70196590	,"宽度不超过30厘米的其他玻璃纤维网孔机织物"	,2022	,09	,"千克"	,?	,"?"	,
70196610	,"宽度超过30厘米的玻璃纤维粗纱网孔机织物"	,2022	,09	,"千克"	,?	,"?"	,
70196690	,"宽度超过30厘米的其他玻璃纤维网孔机织物"	,2022	,09	,"千克"	,?	,"?"	,
70196910	,"机械结合的玻璃纤维制垫"	,2022	,09	,"千克"	,?	,"?"	,
70196920	,"机械结合的玻璃纤维制纤维网、板及类似无纺产品"	,2022	,09	,"千克"	,?	,"?"	,
70196930	,"宽度不超过30厘米的其他机械结合玻璃纤维制机织物"	,2022	,09	,"千克"	,?	,"?"	,
70196990	,"未列名机械结合的玻璃纤维制织物"	,2022	,09	,"千克"	,?	,"?"	,
70197100	,"化学粘合的玻璃纤维覆面毡（薄毡）"	,2022	,09	,"千克"	,?	,"?"	,
70197210	,"化学粘合的玻璃纤维制紧密垫"	,2022	,09	,"千克"	,?	,"?"	,
70197290	,"其他化学粘合的玻璃纤维制紧密织物"	,2022	,09	,"千克"	,?	,"?"	,
70197310	,"化学粘合的玻璃纤维制网孔垫"	,2022	,09	,"千克"	,?	,"?"	,
70197390	,"其他化学粘合的玻璃纤维制网孔织物"	,2022	,09	,"千克"	,?	,"?"	,
70198010	,"玻璃棉制垫"	,2022	,09	,"千克"	,?	,"?"	,
70198020	,"玻璃棉制纤维网、板及类似无纺产品"	,2022	,09	,"千克"	,?	,"?"	,
70198090	,"玻璃棉及其他玻璃棉制品"	,2022	,09	,"千克"	,?	,"?"	,
70199021	,"玻璃纤维布浸胶制品，每平方米重量小于450克"	,2022	,09	,"千克"	,?	,"?"	,
70199029	,"玻璃纤维布浸胶制品，每平方米重量不小于450克"	,2022	,09	,"千克"	,?	,"?"	,
70199091	,"其他玻璃纤维制垫"	,2022	,09	,"千克"	,?	,"?"	,
70199092	,"其他玻璃纤维制纤维网、板及类似无纺织产品"	,2022	,09	,"千克"	,?	,"?"	,
70199099	,"未列名玻璃纤维制品"	,2022	,09	,"千克"	,?	,"?"	,
70200011	,"工业用导电玻璃"	,2022	,09	,"千克"	,?	,"?"	,
70200012	,"工业绝缘子用玻璃伞盘"	,2022	,09	,"千克"	,?	,"?"	,
70200013	,"工业用熔融石英或其他熔融硅石制玻璃制品"	,2022	,09	,"千克"	,?	,"?"	,
70200019	,"其他工业用玻璃制品"	,2022	,09	,"千克"	,?	,"?"	,
70200091	,"保温瓶或其他保温容器用的玻璃胆"	,2022	,09	,"千克"	,01	,"个"	,
70200099	,"其他非工业用玻璃制品"	,2022	,09	,"千克"	,?	,"?"	,
71011011	,"未分级的天然黑珍珠"	,2022	,59	,"克"	,?	,"?"	,
71011019	,"其他未分级的天然珍珠"	,2022	,59	,"克"	,?	,"?"	,
71011091	,"其他天然黑珍珠"	,2022	,59	,"克"	,?	,"?"	,
71011099	,"未列名天然珍珠"	,2022	,59	,"克"	,?	,"?"	,
71012110	,"未分级未加工的养殖珍珠"	,2022	,09	,"千克"	,?	,"?"	,
71012190	,"其他未加工养殖珍珠"	,2022	,09	,"千克"	,?	,"?"	,
71012210	,"未分级已加工养殖珍珠"	,2022	,09	,"千克"	,?	,"?"	,
71012290	,"其他已加工养殖珍珠"	,2022	,09	,"千克"	,?	,"?"	,
71021000	,"未分级钻石"	,2022	,49	,"克拉"	,?	,"?"	,
71022100	,"未加工或经简单锯开、劈开或粗磨的工业钻石"	,2022	,49	,"克拉"	,?	,"?"	,
71022900	,"其他工业用钻石"	,2022	,49	,"克拉"	,?	,"?"	,
71023100	,"未加工或简单锯开、劈开或粗磨的非工业钻石"	,2022	,49	,"克拉"	,?	,"?"	,
71023900	,"其他非工业用钻石"	,2022	,49	,"克拉"	,?	,"?"	,
71031000	,"未加工或仅简单锯开或粗成形的宝石或半宝石"	,2022	,09	,"千克"	,?	,"?"	,
71039100	,"经其他加工的红宝石、蓝宝石、祖母绿"	,2022	,49	,"克拉"	,?	,"?"	,
71039910	,"经其他加工的翡翠"	,2022	,49	,"克拉"	,?	,"?"	,
71039920	,"经其他加工的水晶"	,2022	,49	,"克拉"	,?	,"?"	,
71039930	,"经其他加工的碧玺"	,2022	,49	,"克拉"	,?	,"?"	,
71039940	,"经其他加工的软玉"	,2022	,49	,"克拉"	,?	,"?"	,
71039990	,"经其他加工的未列名宝石或半宝石"	,2022	,49	,"克拉"	,?	,"?"	,
71041000	,"压电石英"	,2022	,59	,"克"	,?	,"?"	,
71042100	,"合成或再造钻石，未加工或仅经简单锯开或粗制成形"	,2022	,59	,"克"	,?	,"?"	,
71042900	,"合成或再造其他宝石或半宝石，未加工或仅经简单锯开或粗制成形"	,2022	,59	,"克"	,?	,"?"	,
71049110	,"工业用经其他加工的合成或再造钻石"	,2022	,59	,"克"	,?	,"?"	,
71049190	,"非工业用经其他加工的合成或再造钻石"	,2022	,59	,"克"	,?	,"?"	,
71049911	,"工业用经其他加工的合成或再造蓝宝石"	,2022	,59	,"克"	,?	,"?"	,
71049919	,"工业用经其他加工的合成或再造的其他宝石或半宝石"	,2022	,59	,"克"	,?	,"?"	,
71049990	,"非工业用经其他加工的合成或再造其他宝石或半宝石"	,2022	,59	,"克"	,?	,"?"	,
71051010	,"天然钻石粉末"	,2022	,49	,"克拉"	,?	,"?"	,
71051020	,"人工合成的钻石粉末"	,2022	,49	,"克拉"	,?	,"?"	,
71059000	,"其他天然或合成宝石或半宝石的粉末"	,2022	,59	,"克"	,?	,"?"	,
71061011	,"平均粒径＜3微米的非片状银粉"	,2022	,59	,"克"	,?	,"?"	,
71061019	,"其他非片状银粉"	,2022	,59	,"克"	,?	,"?"	,
71061021	,"平均粒径＜10微米的片状银粉"	,2022	,59	,"克"	,?	,"?"	,
71061029	,"其他片状银粉"	,2022	,59	,"克"	,?	,"?"	,
71069110	,"纯度≥99.99%未锻造银"	,2022	,59	,"克"	,?	,"?"	,
71069190	,"其他未锻造银"	,2022	,59	,"克"	,?	,"?"	,
71069210	,"纯度≥99.99%半制成的银"	,2022	,59	,"克"	,?	,"?"	,
71069290	,"其他半制成的银"	,2022	,59	,"克"	,?	,"?"	,
71070000	,"以贱金属为底的包银材料"	,2022	,09	,"千克"	,?	,"?"	,
71081100	,"金粉"	,2022	,59	,"克"	,?	,"?"	,
71081200	,"其他未锻造金，非货币用"	,2022	,59	,"克"	,?	,"?"	,
71081300	,"其他半制的金，非货币用"	,2022	,59	,"克"	,?	,"?"	,
71082000	,"货币用金（不统计）"	,2022	,59	,"克"	,?	,"?"	,
71090000	,"以贱金属或银为底的包金材料"	,2022	,59	,"克"	,?	,"?"	,
71101100	,"未锻造铂，铂粉"	,2022	,59	,"克"	,?	,"?"	,
71101910	,"铂板、片"	,2022	,59	,"克"	,?	,"?"	,
71101990	,"其他半制的铂"	,2022	,59	,"克"	,?	,"?"	,
71102100	,"未锻造钯，钯粉"	,2022	,59	,"克"	,?	,"?"	,
71102910	,"钯板、片"	,2022	,59	,"克"	,?	,"?"	,
71102990	,"其他半制的钯"	,2022	,59	,"克"	,?	,"?"	,
71103100	,"未锻造铑，铑粉"	,2022	,59	,"克"	,?	,"?"	,
71103910	,"铑板、片"	,2022	,59	,"克"	,?	,"?"	,
71103990	,"其他半制的铑"	,2022	,59	,"克"	,?	,"?"	,
71104100	,"未锻造的铱、锇及钌，铱、锇及钌的粉"	,2022	,59	,"克"	,?	,"?"	,
71104910	,"铱、锇及钌的板、片"	,2022	,59	,"克"	,?	,"?"	,
71104990	,"其他半制的铱、锇及钌"	,2022	,59	,"克"	,?	,"?"	,
71110000	,"以贱金属、银或金为底的包铂材料"	,2022	,59	,"克"	,?	,"?"	,
71123010	,"含有银或银化合物的灰"	,2022	,59	,"克"	,?	,"?"	,
71123090	,"含有其他贵金属或贵金属化合物的灰"	,2022	,59	,"克"	,?	,"?"	,
71129110	,"金及包金的废料及碎料"	,2022	,59	,"克"	,?	,"?"	,
71129120	,"含有金或金化合物的废料及碎料,主要用于回收贵金属"	,2022	,59	,"克"	,?	,"?"	,
71129210	,"铂及包铂的废料及碎料"	,2022	,59	,"克"	,?	,"?"	,
71129220	,"含有铂或铂化合物的废料及碎料,主要用于回收贵金属"	,2022	,59	,"克"	,?	,"?"	,
71129910	,"含有银或银化合物的废料及碎料,主要用于回收贵金属"	,2022	,59	,"克"	,?	,"?"	,
71129920	,"含有其他贵金属或贵金属化合物的废料及碎料，主要用于回收贵金属"	,2022	,59	,"克"	,?	,"?"	,
71129990	,"未列名贵金属或包贵金属的废料及碎料"	,2022	,59	,"克"	,?	,"?"	,
71131110	,"镶嵌钻石的银首饰及其零件"	,2022	,59	,"克"	,?	,"?"	,
71131190	,"其他银首饰及其零件"	,2022	,59	,"克"	,?	,"?"	,
71131911	,"镶嵌钻石的黄金制首饰及其零件"	,2022	,59	,"克"	,?	,"?"	,
71131919	,"其他黄金制首饰及其零件"	,2022	,59	,"克"	,?	,"?"	,
71131921	,"镶嵌钻石的铂制首饰及其零件"	,2022	,59	,"克"	,?	,"?"	,
71131929	,"其他铂制首饰及其零件"	,2022	,59	,"克"	,?	,"?"	,
71132010	,"镶嵌钻石以贱金属为底包贵金属首饰及其零件"	,2022	,59	,"克"	,?	,"?"	,
71132090	,"其他以贱金属为底的包贵金属制首饰及其零件"	,2022	,59	,"克"	,?	,"?"	,
71141100	,"银制器皿及其零件"	,2022	,59	,"克"	,?	,"?"	,
71141900	,"其他贵金属制器皿及其零件"	,2022	,59	,"克"	,?	,"?"	,
71142000	,"以贱金属为底的包贵金属制器皿及其零件"	,2022	,59	,"克"	,?	,"?"	,
71151000	,"贵金属或包贵金属制丝布或格栅状的铂催化剂"	,2022	,59	,"克"	,?	,"?"	,
71159010	,"其他贵金属或包贵金属的工业或实验室用制品"	,2022	,59	,"克"	,?	,"?"	,
71159090	,"其他贵金属或包贵金属的非工业或实验室制品"	,2022	,59	,"克"	,?	,"?"	,
71161000	,"天然或养殖珍珠制品"	,2022	,09	,"千克"	,?	,"?"	,
71162000	,"宝石或半宝石（天然、合成或再造）制品"	,2022	,09	,"千克"	,?	,"?"	,
71171100	,"贱金属制袖扣、饰扣"	,2022	,09	,"千克"	,?	,"?"	,
71171900	,"贱金属制其他仿首饰"	,2022	,09	,"千克"	,?	,"?"	,
71179000	,"未列名仿首饰"	,2022	,09	,"千克"	,?	,"?"	,
71181000	,"非法定货币的硬币（金币除外）"	,2022	,09	,"千克"	,?	,"?"	,
71189000	,"其他硬币（不统计）"	,2022	,09	,"千克"	,?	,"?"	,
72011000	,"初级形状非合金生铁，按重量计含磷量≤0.5%"	,2022	,09	,"千克"	,?	,"?"	,
72012000	,"初级形状非合金生铁，按重量计含磷量＞0.5%"	,2022	,09	,"千克"	,?	,"?"	,
72015000	,"合金生铁、镜铁锭、块或其他初级形状"	,2022	,09	,"千克"	,?	,"?"	,
72021100	,"锰铁，按重量计含碳量＞2%"	,2022	,09	,"千克"	,?	,"?"	,
72021900	,"锰铁，按重量计含碳量≤2%"	,2022	,09	,"千克"	,?	,"?"	,
72022100	,"硅铁，按重量计含硅量＞55%"	,2022	,09	,"千克"	,?	,"?"	,
72022900	,"硅铁，按重量计含硅量≤55%"	,2022	,09	,"千克"	,?	,"?"	,
72023000	,"硅锰铁"	,2022	,09	,"千克"	,?	,"?"	,
72024100	,"铬铁，按重量计含碳量＞4%"	,2022	,09	,"千克"	,?	,"?"	,
72024900	,"铬铁，按重量计含碳量≤4%"	,2022	,09	,"千克"	,?	,"?"	,
72025000	,"硅铬铁"	,2022	,09	,"千克"	,?	,"?"	,
72026000	,"镍铁"	,2022	,09	,"千克"	,?	,"?"	,
72027000	,"钼铁"	,2022	,09	,"千克"	,?	,"?"	,
72028010	,"钨铁"	,2022	,09	,"千克"	,?	,"?"	,
72028020	,"硅钨铁"	,2022	,09	,"千克"	,?	,"?"	,
72029100	,"钛铁及硅钛铁"	,2022	,09	,"千克"	,?	,"?"	,
72029210	,"钒铁，按重量计含钒量≥75%"	,2022	,09	,"千克"	,?	,"?"	,
72029290	,"钒铁，按重量计含钒量＜75%"	,2022	,09	,"千克"	,?	,"?"	,
72029300	,"铌铁"	,2022	,09	,"千克"	,?	,"?"	,
72029911	,"速凝永磁片"	,2022	,09	,"千克"	,?	,"?"	,
72029912	,"钕铁硼磁粉"	,2022	,09	,"千克"	,?	,"?"	,
72029919	,"其他钕铁硼合金"	,2022	,09	,"千克"	,?	,"?"	,
72029991	,"按重量计稀土元素总含量在10％以上的其他铁合金"	,2022	,09	,"千克"	,?	,"?"	,
72029999	,"未列名铁合金"	,2022	,09	,"千克"	,?	,"?"	,
72031000	,"直接从铁矿还原的块、团、团粒等形状铁产品"	,2022	,09	,"千克"	,?	,"?"	,
72039000	,"其他海锦铁产品；按重量计纯度≥99.94%的铁"	,2022	,09	,"千克"	,?	,"?"	,
72041000	,"铸铁废料及碎料"	,2022	,09	,"千克"	,?	,"?"	,
72042100	,"不锈钢废料及碎料"	,2022	,09	,"千克"	,?	,"?"	,
72042900	,"其他合金钢废料及碎料"	,2022	,09	,"千克"	,?	,"?"	,
72043000	,"镀锡钢铁废料及碎料"	,2022	,09	,"千克"	,?	,"?"	,
72044100	,"金属切削加工过程中产生的钢铁废料及碎料"	,2022	,09	,"千克"	,?	,"?"	,
72044900	,"未列名钢铁废料及碎料"	,2022	,09	,"千克"	,?	,"?"	,
72045000	,"供再熔的碎料钢铁锭"	,2022	,09	,"千克"	,?	,"?"	,
72051000	,"生铁、镜铁及钢铁的颗粒"	,2022	,09	,"千克"	,?	,"?"	,
72052100	,"合金钢粉末"	,2022	,09	,"千克"	,?	,"?"	,
72052910	,"铁粉，平均粒径小于10微米"	,2022	,09	,"千克"	,?	,"?"	,
72052990	,"未列名生铁、镜铁及钢铁的粉末"	,2022	,09	,"千克"	,?	,"?"	,
72061000	,"铁锭及普通钢锭"	,2022	,09	,"千克"	,?	,"?"	,
72069000	,"其他初级形状的普通钢铁"	,2022	,09	,"千克"	,?	,"?"	,
72071100	,"矩形截面半制普通钢铁，宽＜两倍厚，C＜0.25%"	,2022	,09	,"千克"	,?	,"?"	,
72071200	,"其他矩形截面的半制普通钢铁，C＜0.25％"	,2022	,09	,"千克"	,?	,"?"	,
72071900	,"其他普通钢铁的半制成品，C＜0.25％"	,2022	,09	,"千克"	,?	,"?"	,
72072000	,"普通钢铁的半制成品，C≥0.25％"	,2022	,09	,"千克"	,?	,"?"	,
72081000	,"仅热轧，已轧压花纹普通钢铁卷材，宽≥600mm"	,2022	,09	,"千克"	,?	,"?"	,
72082500	,"其他热轧、酸洗普通钢铁卷材，厚≥4.75mm"	,2022	,09	,"千克"	,?	,"?"	,
72082610	,"屈度＞355牛顿/m?钢铁卷材，3≤厚＜4.75mm"	,2022	,09	,"千克"	,?	,"?"	,
72082690	,"其他热轧、酸洗钢铁卷材，3mm≤厚＜4.75mm"	,2022	,09	,"千克"	,?	,"?"	,
72082710	,"其他热轧、酸洗普通钢铁卷材，厚＜1.5mm"	,2022	,09	,"千克"	,?	,"?"	,
72082790	,"其他热轧、酸洗钢铁卷材，1.5mm≤厚＜3mm"	,2022	,09	,"千克"	,?	,"?"	,
72083600	,"其他仅热轧普通钢铁卷材，厚＞10mm"	,2022	,09	,"千克"	,?	,"?"	,
72083700	,"其他仅热轧普通钢铁卷材，4.75mm≤厚≤10mm"	,2022	,09	,"千克"	,?	,"?"	,
72083810	,"屈度＞355牛顿/m?热轧卷材，3mm≤厚＜4.75mm"	,2022	,09	,"千克"	,?	,"?"	,
72083890	,"其他热轧普通钢铁卷材，3mm≤厚＜4.75mm"	,2022	,09	,"千克"	,?	,"?"	,
72083910	,"其他热轧铁或非合金钢卷材，厚＜1.5mm"	,2022	,09	,"千克"	,?	,"?"	,
72083990	,"其他热轧铁或非合金钢卷材，1.5mm≤厚＜3mm"	,2022	,09	,"千克"	,?	,"?"	,
72084000	,"热轧，已轧压花纹普通钢铁非卷材，宽≥600mm"	,2022	,09	,"千克"	,?	,"?"	,
72085110	,"其他热轧铁或非合金钢非卷材，厚＞50mm"	,2022	,09	,"千克"	,?	,"?"	,
72085120	,"其他热轧铁或非合金钢非卷材，20mm＜厚≤50mm"	,2022	,09	,"千克"	,?	,"?"	,
72085190	,"其他热轧铁或非合金钢非卷材，10mm＜厚≤20mm"	,2022	,09	,"千克"	,?	,"?"	,
72085200	,"仅热轧普通钢铁非卷材，4.75mm≤厚≤10mm"	,2022	,09	,"千克"	,?	,"?"	,
72085310	,"屈度＞355N/m?钢铁非卷材，3mm≤厚＜4.75mm"	,2022	,09	,"千克"	,?	,"?"	,
72085390	,"其他热轧普通钢铁非卷材，3mm≤厚＜4.75mm"	,2022	,09	,"千克"	,?	,"?"	,
72085410	,"其他热轧铁或非合金钢非卷材，厚＜1.5mm"	,2022	,09	,"千克"	,?	,"?"	,
72085490	,"其他热轧铁非合金钢非卷材，1.5mm≤厚＜3mm"	,2022	,09	,"千克"	,?	,"?"	,
72089000	,"热轧并经除包镀涂外加工，宽≥600mm的钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72091510	,"屈度＞355牛顿/m?冷轧钢铁卷材，厚≥3mm"	,2022	,09	,"千克"	,?	,"?"	,
72091590	,"其他冷轧，厚≥3mm铁或非合金钢卷材"	,2022	,09	,"千克"	,?	,"?"	,
72091610	,"屈度＞275牛顿/m?钢铁卷材，1mm＜厚＜3mm"	,2022	,09	,"千克"	,?	,"?"	,
72091690	,"其他冷轧铁或非合金钢卷材，1mm＜厚＜3mm"	,2022	,09	,"千克"	,?	,"?"	,
72091710	,"屈度＞275牛顿/m?卷材，0.5mm≤厚≤1mm"	,2022	,09	,"千克"	,?	,"?"	,
72091790	,"其他冷轧普通钢铁卷材，0.5mm≤厚≤1mm"	,2022	,09	,"千克"	,?	,"?"	,
72091810	,"仅冷轧铁或非合金钢卷材，厚＜0.3mm"	,2022	,09	,"千克"	,?	,"?"	,
72091890	,"仅冷轧铁或非合金钢卷材，0.3mm≤厚＜0.5mm"	,2022	,09	,"千克"	,?	,"?"	,
72092500	,"仅冷轧其他普通钢铁非卷材，厚≥3mm"	,2022	,09	,"千克"	,?	,"?"	,
72092600	,"仅冷轧其他普通钢铁非卷材，1mm＜厚＜3mm"	,2022	,09	,"千克"	,?	,"?"	,
72092700	,"仅冷轧，0.5mm≤厚≤1mm其他普通钢铁非卷材"	,2022	,09	,"千克"	,?	,"?"	,
72092800	,"仅冷轧，厚＜0.5mm其他普通钢铁非卷材"	,2022	,09	,"千克"	,?	,"?"	,
72099000	,"冷轧但未包镀涂，进一步加工宽≥600mm钢铁板"	,2022	,09	,"千克"	,?	,"?"	,
72101100	,"镀或涂锡，厚≥0.5mm普通钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72101200	,"镀或涂锡的，厚＜0.5mm普通钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72102000	,"镀或涂铅的，包括镀铅锡的普通钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72103000	,"电镀锌的铁或非合金钢平板轧材"	,2022	,09	,"千克"	,?	,"?"	,
72104100	,"其他镀或涂锌瓦楞形普通钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72104900	,"其他镀或涂锌普通钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72105000	,"镀或涂氧化铬或铬及氧化铬普通钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72106100	,"镀或涂铝锌合金的铁或非合金钢平板轧材"	,2022	,09	,"千克"	,?	,"?"	,
72106900	,"其他镀或涂铝的铁或非合金钢平板轧材"	,2022	,09	,"千克"	,?	,"?"	,
72107010	,"厚度小于1.5毫米的涂漆或涂塑的铁或非合金钢平板轧材，宽≥600mm"	,2022	,09	,"千克"	,?	,"?"	,
72107090	,"其他涂漆或涂塑的铁或非合金钢平板轧材，宽≥600mm"	,2022	,09	,"千克"	,?	,"?"	,
72109000	,"未列名宽≥600mm经包镀涂层普通钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72111300	,"仅四面或封闭热轧，150mm＜宽，厚≥4mm钢铁材"	,2022	,09	,"千克"	,?	,"?"	,
72111400	,"仅热轧，厚≥4.75mm普通钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72111900	,"仅热轧，未包镀涂层，宽＜600mm其他钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72112300	,"仅冷轧宽＜600mm普通钢板材，C＜0.25％"	,2022	,09	,"千克"	,?	,"?"	,
72112900	,"仅冷轧宽＜600mm其他普通钢板材，C≥0.25％"	,2022	,09	,"千克"	,?	,"?"	,
72119000	,"仅冷轧，未包镀涂层，宽＜600mm其他钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72121000	,"镀或涂锡的，宽＜600mm普通钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
72122000	,"电镀锌的宽＜600mm普通钢板材"	,2022	,09	,"千克"	,?	,"?"	,
72123000	,"其他镀或涂锌的宽＜600mm普通钢铁板材"	,2022	,09	,"千克"	,?	,"?"	,
